Título,Preço Original,Desconto,Disponibilidade,Pré-venda,Link
Berserk - Edição De Luxo Vol. 35,"R$ 44,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/berserk-edicao-de-luxo-vol-35-amaxs035r2
Dragon Ball Vol. 11 - Edição Definitiva (Capa Dura),"R$ 89,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/dragon-ball-vol-11-edicao-definitiva-capa-dura-amaem011r
Dragon Ball Vol. 10 - Edição Definitiva (Capa Dura),"R$ 89,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/dragon-ball-vol-10-edicao-definitiva-capa-dura-amaem010r
Vagabond Vol. 3,"R$ 41,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/vagabond-vol-3-amabp003r4
One Piece Green - Peças Secretas - Databook IV,"R$ 40,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/one-piece-green-pecas-secretas-databook-iv-alino001r2
Kaiju N.° 8 Vol. 4,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/kaiju-n-8-vol-4-akaij004r
Dragon Ball Super Vol. 2,"R$ 37,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/dragon-ball-super-vol-2-amaej002r5
Re Cervin 02,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/re-cervin-02
Undead Unluck Vol. 21,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/undead-unluck-vol-21
Você Me Deixa Sem Fôlego 05,"R$ 44,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/voce-me-deixa-sem-folego-05
Shangri-la Frontier Vol. 18,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/shangri-la-frontier-vol-18
Spy X Family Vol. 14,"R$ 40,90",Sem desconto,Disponível,Não,https://panini.com.br/spy-x-family-vol-14
Solo Leveling 06,"R$ 74,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/solo-leveling-06
Rooster Fighter - O Galo Lutador Vol. 8,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/rooster-fighter-o-galo-lutador-vol-8
Ragna Crimson 12,"R$ 44,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/ragna-crimson-12
Pluto: Edição De Luxo 04,"R$ 44,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/pluto-edicao-de-luxo-04
One Piece 3 Em 1 Vol. 33,"R$ 93,90",Sem desconto,Disponível,Não,https://panini.com.br/one-piece-3-em-1-vol-33
Oshi No Ko - Minha Estrela Preferida 15,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/oshi-no-ko-minha-estrela-preferida-15
Mashle: Magia E Músculos Vol. 18,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/mashle-magia-e-musculos-vol-18
"Não Mexa Comigo, Nagatoro 09","R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/nao-mexa-comigo-nagatoro-09
O Guarda-Costas De Honeko Akabane 07,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/o-guarda-costas-de-honeko-akabane-07
Mushoku Tensei: Uma Segunda Chance Vol. 21,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/mushoku-tensei-uma-segunda-chance-vol-21
Marriage Toxin 05,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/marriage-toxin-05
Vou Me Apaixonar Por Você Mesmo Assim 08,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/vou-me-apaixonar-por-voce-mesmo-assim-08
Chaos Game 05,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/chaos-game-05
Ataque Dos Titãs (2 Em 1) Vol. 16,"R$ 74,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/ataque-dos-titas-2-em-1-vol-16
Jojo's Bizarre Adventure – Parte 7 – Steel Ball Run 01,"R$ 54,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/jojos-bizarre-adventure-parte-7-steel-ball-run-01
Mao Vol. 21,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/mao-vol-21
Mabataki Yori Hayaku!! - Num Piscar De Olhos 10,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/mabataki-yori-hayaku-num-piscar-de-olhos-10
Choujin X 10,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/choujin-x-10
Komi Não Consegue Se Comunicar Vol. 34,"R$ 44,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/komi-nao-consegue-se-comunicar-vol-34
Kusuriya No Hitorigoto - Diários De Uma Apotecária 13,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/kusuriya-no-hitorigoto-diarios-de-uma-apotecaria-13
Magilumiere: Companhia Das Garotas Mágicas 08,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/magilumiere-companhia-das-garotas-magicas-08
Initial D 04,"R$ 74,90",Sem desconto,Disponível,Não,https://panini.com.br/initial-d-04
Gachiakuta 08,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/gachiakuta-08
Elden Ring: O Caminho Para Térvore 06,"R$ 44,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/elden-ring-o-caminho-para-tervore-06
Delicious In Dungeon 13,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/delicious-in-dungeon-13
One Piece: Blue Deep - Databook V,"R$ 40,90",Sem desconto,Disponível,Não,https://panini.com.br/one-piece-blue-deep-databook-v-amafe001r
Dandadan 11,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/dandadan-11-adand011r
Dandadan 09,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/dandadan-09-adand009r
Dandadan 10,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/dandadan-10-adand010r
Dandadan 08,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/dandadan-08-adand008r
Dandadan 07,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/dandadan-07-adand007r
Dandadan 06,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/dandadan-06-adand006r
Box Chainsaw Man Vols. 1 Ao 11,"R$ 438,90","R$ 329,18",Disponível,Não,https://panini.com.br/box-chainsaw-man-vols-1-ao-11-achab001br
One Piece 3 Em 1 Vol. 11,"R$ 89,90",Sem desconto,Disponível,Não,https://panini.com.br/one-piece-3-em-1-vol-11
Spy X Family Vol. 6,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/spy-x-family-vol-6-aspfa006r4
One Piece Vol. 42,"R$ 41,90",Sem desconto,Disponível,Não,https://panini.com.br/one-piece-vol-42-amaop042r
One Piece 3 Em 1 Vol. 12,"R$ 89,90",Sem desconto,Disponível,Não,https://panini.com.br/one-piece-3-em-1-vo-12
Lobo Solitário - Edição Luxo Vol. 1,"R$ 40,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/lobo-solitario-edicao-luxo-vol-1-amaza001r
One Piece Vol. 41,"R$ 41,90",Sem desconto,Disponível,Não,https://panini.com.br/one-piece-vol-41-amaop041r
Vagabond Vol. 1,"R$ 41,90",Sem desconto,Disponível,Não,https://panini.com.br/vagabond-vol-1-amabp001r4
One Piece Yellow - Grandes Elementos - Databook III,"R$ 40,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/one-piece-yellow-grandes-elementos-databook-iii-alicj001r
Kaiju N.° 8 Vol. 2,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/kaiju-n-8-vol-2-akaij002r
Jujutsu Kaisen: Batalha De Feiticeiros Vol. 5,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/jujutsu-kaisen-batalha-de-feiticeiros-vol-5-amjuk005r3
Jujutsu Kaisen: Batalha De Feiticeiros Vol. 4,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/jujutsu-kaisen-batalha-de-feiticeiros-vol-4-amjuk004r3
Jujutsu Kaisen: Batalha De Feiticeiros Vol. 6,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/jujutsu-kaisen-batalha-de-feiticeiros-vol-6-amjuk006r3
Berserk - Edição De Luxo Vol. 32,"R$ 44,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/berserk-edicao-de-luxo-vol-32-amaxs032r2
Banana Fish Vol. 3,"R$ 59,90",Sem desconto,Disponível,Não,https://panini.com.br/banana-fish-vol-3-ambaf003r3
Dragon Ball Super Vol. 1,"R$ 37,90",Sem desconto,Disponível,Não,https://panini.com.br/dragon-ball-super-vol-1
Berserk - Edição De Luxo Vol. 31,"R$ 44,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/berserk-edicao-de-luxo-vol-31-amaxs031r2
Dragon Ball Vol. 7 - Edição Definitiva (Capa Dura),"R$ 89,90",Sem desconto,Disponível,Não,https://panini.com.br/dragon-ball-vol-7-edicao-definitiva-capa-dura-amaem007r
Blue Period Vol. 5,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/blue-period-vol-5-ablpe005r
Atelier Of Witch Hat Vol. 2,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/atelier-of-witch-hat-vol-2-amaia002r3
Dragon Ball Vol. 6 - Edição Definitiva (Capa Dura),"R$ 89,90",Sem desconto,Disponível,Não,https://panini.com.br/dragon-ball-vol-6-edicao-definitiva-capa-dura-amaem006r
Blue Period Vol. 6,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/blue-period-vol-6-ablpe006r
Blue Period Vol. 4,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/blue-period-vol-4-ablpe004r
Banana Fish Vol. 4,"R$ 59,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/banana-fish-vol-4_
Wind Breaker 17,"R$ 43,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/wind-breaker-17
Missão: Família Yozakura Vol. 22,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/missao-familia-yozakura-vol-22
Konosuba: Abençoado Mundo Maravilhoso! Vol. 19,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/konosuba-abencoado-mundo-maravilhoso-vol-19
Sasaki E Miyano Vol. 10,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/sasaki-e-miyano-vol-10
Box Gantz - Parte Um,"R$ 599,90",Sem desconto,Disponível,Não,https://panini.com.br/box-gantz-parte-um
Hirayasumi - Uma Pausa Relaxante Em Uma Casa Térrea 04,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/hirayasumi-uma-pausa-relaxante-em-uma-casa-terrea-04
Kusuriya No Hitorigoto - Diários De Uma Apotecária 12,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/kusuriya-no-hitorigoto-diarios-de-uma-apotecaria-12
Initial D 03,"R$ 74,90",Sem desconto,Disponível,Não,https://panini.com.br/initial-d-03
Demon Slayer: Academia 04,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/demon-slayer-academia-04
Kaiju N.° 8 Vol. 13,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/kaiju-n-8-vol-13
One-Punch Man Vol. 31,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/one-punch-man-vol-31
Lili-Men 01,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/lili-men-01
Lycoris Recoil 02,"R$ 55,90",Sem desconto,Disponível,Não,https://panini.com.br/lycoris-recoil-02
One Piece Vol. 109,"R$ 41,90",Sem desconto,Disponível,Não,https://panini.com.br/one-piece-vol-109
"Não Mexa Comigo, Nagatoro 08","R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/nao-mexa-comigo-nagatoro-08
Naruto - A épica História De Sasuke: Os Descendentes De Uchiha E A Sacra Poeira Estelar,"R$ 49,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/naruto-a-epica-historia-de-sasuke-os-descendentes-de-uchiha-e-a-sacra-poeira-estelar
Mermaid Melody: Pichi Pichi Pitch 03,"R$ 99,90",Sem desconto,Disponível,Não,https://panini.com.br/mermaid-melody-pichi-pichi-pitch-03
One Piece 3 Em 1 Vol. 32,"R$ 93,90",Sem desconto,Disponível,Não,https://panini.com.br/one-piece-3-em-1-vol-32
Ragna Crimson 11,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/ragna-crimson-11
Tower Of God Vol. 12,"R$ 59,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/tower-of-god-vol-12
Re: Zero Capítulo 4: O Santuário E A Bruxa Da Ganância Vol. 9,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/re-zero-capitulo-4-o-santuario-e-a-bruxa-da-ganancia-vol-9
Thunder 3 Vol. 5,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/thunder-3-vol-5
Sakamoto Days 14,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/sakamoto-days-14
Namorada De Aluguel Vol. 37,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/namorada-de-aluguel-vol-37
Você Me Deixa Sem Fôlego 04,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/voce-me-deixa-sem-folego-04
The Elusive Samurai 12,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/the-elusive-samurai-12
Hara Hara Sensei - A Professora Bomba-Relógio 04,"R$ 40,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/hara-hara-sensei-a-professora-bomba-relogio-04
Gokurakugai 04,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/gokurakugai-04
Canções Da Noite Vol. 20,"R$ 44,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/cancoes-da-noite-vol-20
Caçando Dragões Vol. 17,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/cacando-dragoes-vol-17
Delicious In Dungeon 12,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/delicious-in-dungeon-12
Dandadan 13,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/dandadan-13
Chainsaw Man Vol. 18,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/chainsaw-man-vol-18
Billy Bat 01,"R$ 95,90",Sem desconto,Disponível,Não,https://panini.com.br/billy-bat-01
Blue Lock Vol. 29,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/blue-lock-vol-29
Ataque Dos Titãs (2 Em 1) Vol. 15,"R$ 74,90",Sem desconto,Disponível,Não,https://panini.com.br/ataque-dos-titas-2-em-1-vol-15
Banana Fish Vol. 1,"R$ 54,90",Sem desconto,Disponível,Não,https://panini.com.br/banana-fish-vol-1-ambaf001r4
Os Dias De Folga Do Vilão 06,"R$ 37,90",Sem desconto,Disponível,Pré venda,https://panini.com.br/os-dias-de-folga-do-vilao-06
Wind Breaker 16,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/wind-breaker-16
"Não Mexa Comigo, Nagatoro 07","R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/nao-mexa-comigo-nagatoro-07
Marriage Toxin 04,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/marriage-toxin-04
Magilumiere: Companhia Das Garotas Mágicas 07,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/magilumiere-companhia-das-garotas-magicas-07
O Guarda-Costas De Honeko Akabane 06,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/o-guarda-costas-de-honeko-akabane-06
Ataque Dos Titãs (2 Em 1) Vol. 14,"R$ 74,90",Sem desconto,Disponível,Não,https://panini.com.br/ataque-dos-titas-2-em-1-vol-14
Solo Leveling 05,"R$ 74,90",Sem desconto,Disponível,Não,https://panini.com.br/solo-leveling-05
Shangri-la Frontier Vol. 17,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/shangri-la-frontier-vol-17
Jujutsu Kaisen: Batalha De Feiticeiros Vol. 27,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/jujutsu-kaisen-batalha-de-feiticeiros-vol-27
Oshi No Ko - Minha Estrela Preferida 14,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/oshi-no-ko-minha-estrela-preferida-14
Ragna Crimson 10,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/ragna-crimson-10
Mabataki Yori Hayaku!! - Num Piscar De Olhos 09,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/mabataki-yori-hayaku-num-piscar-de-olhos-09
Jojo´s Bizarre Adventure 50 (Parte 6: Stone Ocean Vol. 11),"R$ 49,90",Sem desconto,Disponível,Não,https://panini.com.br/jojos-bizarre-adventure-50-parte-6-stone-ocean-vol-11
One Piece 3 Em 1 Vol. 31,"R$ 93,90",Sem desconto,Disponível,Não,https://panini.com.br/one-piece-3-em-1-vol-31
Mashle: Magia E Músculos Vol. 17,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/mashle-magia-e-musculos-vol-17
Bungo Stray Dogs Vol. 25,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/bungo-stray-dogs-vol-25
Mao Vol. 20,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/mao-vol-20
Kusuriya No Hitorigoto - Diários De Uma Apotecária 11,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/kusuriya-no-hitorigoto-diarios-de-uma-apotecaria-11
Lycoris Recoil - Anthology - React 01,"R$ 55,90",Sem desconto,Disponível,Não,https://panini.com.br/lycoris-recoil-anthology-react-01
Komi Não Consegue Se Comunicar Vol. 33,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/komi-nao-consegue-se-comunicar-vol-33
Initial D 02,"R$ 74,90",Sem desconto,Disponível,Não,https://panini.com.br/initial-d-02
Gachiakuta 07,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/gachiakuta-07
O Verão Em Que Hikaru Morreu 05,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/o-verao-em-que-hikaru-morreu-05
DRCL - Midnight Children 01,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/drcl-midnight-children-01
Hanako-Kun E Os Mistérios Do Colégio Kamome 22,"R$ 44,90",Sem desconto,Disponível,Não,https://panini.com.br/hanako-kun-e-os-misterios-do-colegio-kamome-22
Vou Me Apaixonar Por Você Mesmo Assim 07,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/vou-me-apaixonar-por-voce-mesmo-assim-07
Choujin X 09,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/choujin-x-09
Delicious In Dungeon 11,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/delicious-in-dungeon-11
Blue Lock Vol. 28,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/blue-lock-vol-28
Blue Lock Vol. 27,"R$ 40,90",Sem desconto,Disponível,Não,https://panini.com.br/blue-lock-vol-27
After God 04,"R$ 43,90",Sem desconto,Disponível,Não,https://panini.com.br/after-god-04
X 01,"R$ 49,90",Sem desconto,Disponível,Não,https://panini.com.br/x-01-aclam001
We Never Learn Vol. 9,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/we-never-learn-vol-9-amwnl009r
We Never Learn Vol. 7,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/we-never-learn-vol-7-amwnl007r
We Never Learn Vol. 10,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/we-never-learn-vol-10-amwnl010r
We Never Learn Vol. 8,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/we-never-learn-vol-8-amwnl008r
We Never Learn Vol. 6,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/we-never-learn-vol-6-amwnl006r
We Never Learn Vol. 5,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/we-never-learn-vol-5-amwnl005r
We Never Learn Vol. 4,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/we-never-learn-vol-4-amwnl004r
We Never Learn Vol. 3,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/we-never-learn-vol-3-amwnl003r
One Piece Vol. 19,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/one-piece-vol-19-amaop019r2
We Never Learn Vol. 2,"R$ 33,90","R$ 25,43",Disponível,Não,https://panini.com.br/we-never-learn-vol-2-amwnl002r
Moriarty: O Patriota Vol. 16,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-16-amafa016r
Moriarty: O Patriota Vol. 18,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-18-amafa018r
Caçando Dragões Vol. 8,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/cacando-dragoes-vol-8-amaib008r
Moriarty: O Patriota Vol. 17,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-17-amafa017r
Moriarty: O Patriota Vol. 19,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-19-amafa019r
Tanya The Evil: Crônicas De Guerra Vol. 12,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/tanya-the-evil-cronicas-de-guerra-vol-12-amaev012r
Moriarty: O Patriota Vol. 15,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/moriarty-o-patriota-vol-15-amafa015r
Nisekoi Vol. 16,"R$ 29,90","R$ 22,43",Disponível,Não,https://panini.com.br/nisekoi-vol-16-amaca016r2
Vagabond Vol. 10,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/vagabond-vol-10-amabp010r2
Toriko - 10,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/toriko-10
Toriko - 07,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/toriko-07
Toriko - 08,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/toriko-08
Vagabond Vol. 7,"R$ 37,90","R$ 28,43",Disponível,Não,https://panini.com.br/vagabond-vol-7-amabp007r2
One Piece Vol. 30,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/one-piece-vol-30-amaop030r
Jujutsu Kaisen: Batalha De Feiticeiros Vol. 24,"R$ 36,90","R$ 27,68",Disponível,Não,https://panini.com.br/jujutsu-kaisen-batalha-de-feiticeiros-vol-24-amjuk024r
Berserk - Edição De Luxo Vol. 22,"R$ 34,90",Sem desconto,Disponível,Não,https://panini.com.br/berserk-edicao-de-luxo-vol-22-amaxs022r3
Berserk - Edição De Luxo Vol. 19,"R$ 34,90",Sem desconto,Disponível,Não,https://panini.com.br/berserk-edicao-de-luxo-vol-19-amaxs019r4
One Piece Vol. 17,"R$ 34,90","R$ 26,18",Disponível,Não,https://panini.com.br/one-piece-vol-17-amaop017r2
Tokyo Ghoul Vol. 14,"R$ 33,90","R$ 22,04",Disponível,Não,https://panini.com.br/tokyo-ghoul-vol-14-amaax014r3
